the_geom,the_geom_webmercator,collection_date,count,test_result,etl_timestamp,objectid
,,2020-08-25,118,positive,2023-09-25 15:00:01.711959,54110
,,2020-04-04,961,negative,2023-09-25 15:00:01.711959,54111
,,2022-05-01,163,positive,2023-09-25 15:00:01.711959,54112
,,2022-05-19,3058,negative,2023-09-25 15:00:01.711959,54113
,,2022-09-25,99,positive,2023-09-25 15:00:01.711959,54114
,,2021-09-11,241,positive,2023-09-25 15:00:01.711959,54115
,,2020-08-07,3266,negative,2023-09-25 15:00:01.711959,54116
,,2020-03-21,94,positive,2023-09-25 15:00:01.711959,54117
,,2022-01-06,8389,negative,2023-09-25 15:00:01.711959,54118
,,2021-05-10,10692,negative,2023-09-25 15:00:01.711959,54119
,,2023-06-27,18,positive,2023-09-25 15:00:01.711959,54120
,,2021-01-15,554,positive,2023-09-25 15:00:01.711959,54121
,,2023-02-12,653,negative,2023-09-25 15:00:01.711959,54122
,,2022-12-18,1167,negative,2023-09-25 15:00:01.711959,54123
,,2020-11-04,651,positive,2023-09-25 15:00:01.711959,54124
,,2023-04-16,7,positive,2023-09-25 15:00:01.711959,54125
,,2021-03-15,7825,negative,2023-09-25 15:00:01.711959,54126
,,2020-05-16,1367,negative,2023-09-25 15:00:01.711959,54127
,,2022-04-09,115,positive,2023-09-25 15:00:01.711959,54128
,,2021-07-17,2026,negative,2023-09-25 15:00:01.711959,54129
,,2022-07-31,1026,negative,2023-09-25 15:00:01.711959,54130
,,2021-11-27,271,positive,2023-09-25 15:00:01.711959,54131
,,2020-09-16,97,positive,2023-09-25 15:00:01.711959,54132
,,2023-03-15,62,positive,2023-09-25 15:00:01.711959,54133
,,2021-02-11,8502,negative,2023-09-25 15:00:01.711959,54134
,,2021-06-16,25,positive,2023-09-25 15:00:01.711959,54135
,,2023-07-30,77,negative,2023-09-25 15:00:01.711959,54136
,,2023-08-10,56,positive,2023-09-25 15:00:01.711959,54137
,,2022-07-07,456,positive,2023-09-25 15:00:01.711959,54138
,,2022-11-11,1633,negative,2023-09-25 15:00:01.711959,54139
,,2022-03-06,43,positive,2023-09-25 15:00:01.711959,54140
,,2021-10-18,7460,negative,2023-09-25 15:00:01.711959,54141
,,2020-06-09,142,positive,2023-09-25 15:00:01.711959,54142
,,2020-11-11,1125,positive,2023-09-25 15:00:01.711959,54143
,,2021-03-08,7783,negative,2023-09-25 15:00:01.711959,54144
,,2022-12-13,1746,negative,2023-09-25 15:00:01.711959,54145
,,2023-04-21,15,positive,2023-09-25 15:00:01.711959,54146
,,2020-09-10,3823,negative,2023-09-25 15:00:01.711959,54147
,,2021-08-12,354,positive,2023-09-25 15:00:01.711959,54148
,,2020-04-20,625,positive,2023-09-25 15:00:01.711959,54149
,,2022-04-15,3218,negative,2023-09-25 15:00:01.711959,54150
,,2022-08-26,232,positive,2023-09-25 15:00:01.711959,54151
,,2021-12-03,9783,negative,2023-09-25 15:00:01.711959,54152
,,2020-12-20,366,positive,2023-09-25 15:00:01.711959,54153
,,2023-06-01,16,positive,2023-09-25 15:00:01.711959,54154
,,2021-05-04,10506,negative,2023-09-25 15:00:01.711959,54155
,,2023-02-06,1247,negative,2023-09-25 15:00:01.711959,54156
,,2023-05-16,18,positive,2023-09-25 15:00:01.711959,54157
,,2020-12-04,1149,positive,2023-09-25 15:00:01.711959,54158
,,2021-04-18,3285,negative,2023-09-25 15:00:01.711959,54159
,,2023-01-21,827,negative,2023-09-25 15:00:01.711959,54160
,,2022-09-04,1028,negative,2023-09-25 15:00:01.711959,54161
,,2021-08-19,4846,negative,2023-09-25 15:00:01.711959,54162
,,2022-05-08,188,positive,2023-09-25 15:00:01.711959,54163
,,2021-12-28,4888,positive,2023-09-25 15:00:01.711959,54164
,,2020-08-16,48,positive,2023-09-25 15:00:01.711959,54165
,,2020-04-13,522,negative,2023-09-25 15:00:01.711959,54166
,,2020-11-16,6580,negative,2023-09-25 15:00:01.711959,54167
,,2023-05-06,345,negative,2023-09-25 15:00:01.711959,54168
,,2022-12-30,269,positive,2023-09-25 15:00:01.711959,54169
,,2021-04-04,363,positive,2023-09-25 15:00:01.711959,54170
,,2020-05-08,1618,negative,2023-09-25 15:00:01.711959,54171
,,2022-08-08,2025,negative,2023-09-25 15:00:01.711959,54172
,,2021-11-19,306,positive,2023-09-25 15:00:01.711959,54173
,,2022-04-01,107,positive,2023-09-25 15:00:01.711959,54174
,,2020-09-24,119,positive,2023-09-25 15:00:01.711959,54175
,,2021-07-25,1905,negative,2023-09-25 15:00:01.711959,54176
,,2022-11-23,203,positive,2023-09-25 15:00:01.711959,54177
,,2020-10-22,6061,negative,2023-09-25 15:00:01.711959,54178
,,2023-04-09,395,negative,2023-09-25 15:00:01.711959,54179
,,2021-02-24,321,positive,2023-09-25 15:00:01.711959,54180
,,2021-11-05,9318,negative,2023-09-25 15:00:01.711959,54181
,,2021-07-07,41,positive,2023-09-25 15:00:01.711959,54182
,,2020-05-26,244,positive,2023-09-25 15:00:01.711959,54183
,,2022-03-10,4958,negative,2023-09-25 15:00:01.711959,54184
,,2020-10-08,5618,negative,2023-09-25 15:00:01.711959,54185
,,2022-07-29,341,positive,2023-09-25 15:00:01.711959,54186
,,2023-08-17,124,negative,2023-09-25 15:00:01.711959,54187
,,2021-10-27,237,positive,2023-09-25 15:00:01.711959,54188
,,2022-06-30,2320,negative,2023-09-25 15:00:01.711959,54189
,,2022-02-25,5862,negative,2023-09-25 15:00:01.711959,54190
,,2020-06-18,2279,negative,2023-09-25 15:00:01.711959,54191
,,2022-11-18,162,positive,2023-09-25 15:00:01.711959,54192
,,2022-12-16,1594,negative,2023-09-25 15:00:01.711959,54193
,,2020-10-29,449,positive,2023-09-25 15:00:01.711959,54194
,,2023-04-18,20,positive,2023-09-25 15:00:01.711959,54195
,,2021-03-21,2724,negative,2023-09-25 15:00:01.711959,54196
,,2021-07-30,205,positive,2023-09-25 15:00:01.711959,54197
,,2021-12-16,11634,negative,2023-09-25 15:00:01.711959,54198
,,2022-04-18,4586,negative,2023-09-25 15:00:01.711959,54199
,,2020-05-03,138,positive,2023-09-25 15:00:01.711959,54200
,,2022-08-23,300,positive,2023-09-25 15:00:01.711959,54201
,,2020-08-28,4525,negative,2023-09-25 15:00:01.711959,54202
,,2023-01-30,277,positive,2023-09-25 15:00:01.711959,54203
,,2021-04-25,338,positive,2023-09-25 15:00:01.711959,54204
,,2023-06-08,133,negative,2023-09-25 15:00:01.711959,54205
,,2020-12-29,6250,negative,2023-09-25 15:00:01.711959,54206
,,2021-09-04,2774,negative,2023-09-25 15:00:01.711959,54207
,,2022-09-20,2001,negative,2023-09-25 15:00:01.711959,54208
,,2022-01-13,2427,positive,2023-09-25 15:00:01.711959,54209
,,2022-05-24,483,positive,2023-09-25 15:00:01.711959,54210
,,2020-03-28,493,negative,2023-09-25 15:00:01.711959,54211
,,2020-07-31,138,positive,2023-09-25 15:00:01.711959,54212
,,2023-09-23,21,positive,2023-09-25 15:00:01.711959,54213
,,2021-03-27,378,positive,2023-09-25 15:00:01.711959,54214
,,2023-05-14,193,negative,2023-09-25 15:00:01.711959,54215
,,2020-11-24,8651,negative,2023-09-25 15:00:01.711959,54216
,,2022-12-22,217,positive,2023-09-25 15:00:01.711959,54217
,,2021-12-09,11984,negative,2023-09-25 15:00:01.711959,54218
,,2020-09-04,3972,negative,2023-09-25 15:00:01.711959,54219
,,2021-08-06,291,positive,2023-09-25 15:00:01.711959,54220
,,2022-04-13,3856,negative,2023-09-25 15:00:01.711959,54221
,,2020-04-26,211,positive,2023-09-25 15:00:01.711959,54222
,,,1193,negative,2023-09-25 15:00:01.711959,54223
,,2022-08-28,172,positive,2023-09-25 15:00:01.711959,54224
,,2023-08-23,133,negative,2023-09-25 15:00:01.711959,54225
,,2022-06-24,2113,negative,2023-09-25 15:00:01.711959,54226
,,2020-06-24,2570,negative,2023-09-25 15:00:01.711959,54227
,,2021-10-01,292,positive,2023-09-25 15:00:01.711959,54228
,,2022-10-23,105,positive,2023-09-25 15:00:01.711959,54229
,,2022-02-19,1946,negative,2023-09-25 15:00:01.711959,54230
,,2023-07-25,39,positive,2023-09-25 15:00:01.711959,54231
,,2021-02-04,481,positive,2023-09-25 15:00:01.711959,54232
,,2023-03-20,930,negative,2023-09-25 15:00:01.711959,54233
,,2021-06-23,3768,negative,2023-09-25 15:00:01.711959,54234
,,2022-11-30,247,positive,2023-09-25 15:00:01.711959,54235
,,2021-03-05,332,positive,2023-09-25 15:00:01.711959,54236
,,2020-10-13,5252,negative,2023-09-25 15:00:01.711959,54237
,,2023-04-02,478,negative,2023-09-25 15:00:01.711959,54238
,,2023-03-09,1008,negative,2023-09-25 15:00:01.711959,54239
,,2021-06-02,4975,negative,2023-09-25 15:00:01.711959,54240
,,2021-01-24,280,positive,2023-09-25 15:00:01.711959,54241
,,2023-07-04,12,positive,2023-09-25 15:00:01.711959,54242
,,2020-07-20,152,positive,2023-09-25 15:00:01.711959,54243
,,2023-09-18,121,positive,2023-09-25 15:00:01.711959,54244
,,2022-10-17,1775,negative,2023-09-25 15:00:01.711959,54245
,,2022-05-29,257,positive,2023-09-25 15:00:01.711959,54246
,,2020-03-07,6,negative,2023-09-25 15:00:01.711959,54247
,,2022-01-24,1033,positive,2023-09-25 15:00:01.711959,54248
,,2021-09-25,4260,negative,2023-09-25 15:00:01.711959,54249
,,2023-06-29,19,positive,2023-09-25 15:00:01.711959,54250
,,2021-05-16,2207,negative,2023-09-25 15:00:01.711959,54251
,,2021-01-09,401,positive,2023-09-25 15:00:01.711959,54252
,,2023-02-10,1181,negative,2023-09-25 15:00:01.711959,54253
,,2023-06-05,131,negative,2023-09-25 15:00:01.711959,54254
,,2021-05-08,170,positive,2023-09-25 15:00:01.711959,54255
,,2020-12-16,8094,negative,2023-09-25 15:00:01.711959,54256
,,2023-02-02,246,positive,2023-09-25 15:00:01.711959,54257
,,2021-04-25,2809,negative,2023-09-25 15:00:01.711959,54258
,,2023-06-08,20,positive,2023-09-25 15:00:01.711959,54259
,,2023-01-30,1220,negative,2023-09-25 15:00:01.711959,54260
,,2020-12-29,803,positive,2023-09-25 15:00:01.711959,54261
,,2023-09-09,51,positive,2023-09-25 15:00:01.711959,54262
,,2022-06-07,392,positive,2023-09-25 15:00:01.711959,54263
,,2022-02-04,256,positive,2023-09-25 15:00:01.711959,54264
,,2020-07-09,158,positive,2023-09-25 15:00:01.711959,54265
,,2021-09-14,10266,negative,2023-09-25 15:00:01.711959,54266
,,2022-10-08,1019,negative,2023-09-25 15:00:01.711959,54267
,,2020-03-18,312,negative,2023-09-25 15:00:01.711959,54268
,,2021-07-18,56,positive,2023-09-25 15:00:01.711959,54269
,,2020-09-17,4340,negative,2023-09-25 15:00:01.711959,54270
,,2022-08-03,401,positive,2023-09-25 15:00:01.711959,54271
,,2021-11-26,3273,negative,2023-09-25 15:00:01.711959,54272
,,2020-05-15,274,positive,2023-09-25 15:00:01.711959,54273
,,2022-04-06,4268,negative,2023-09-25 15:00:01.711959,54274
,,2023-07-17,112,negative,2023-09-25 15:00:01.711959,54275
,,2021-05-30,52,positive,2023-09-25 15:00:01.711959,54276
,,2023-02-24,123,positive,2023-09-25 15:00:01.711959,54277
,,2021-01-27,9147,negative,2023-09-25 15:00:01.711959,54278
,,2020-06-16,115,positive,2023-09-25 15:00:01.711959,54279
,,2022-02-27,39,positive,2023-09-25 15:00:01.711959,54280
,,2021-10-25,9173,negative,2023-09-25 15:00:01.711959,54281
,,2023-08-15,80,positive,2023-09-25 15:00:01.711959,54282
,,2022-11-16,1862,negative,2023-09-25 15:00:01.711959,54283
,,2022-07-02,208,positive,2023-09-25 15:00:01.711959,54284
,,2020-10-12,197,positive,2023-09-25 15:00:01.711959,54285
,,2022-07-25,1976,negative,2023-09-25 15:00:01.711959,54286
,,2021-07-11,1666,negative,2023-09-25 15:00:01.711959,54287
,,2021-11-01,271,positive,2023-09-25 15:00:01.711959,54288
,,2022-03-14,120,positive,2023-09-25 15:00:01.711959,54289
,,2020-05-22,1969,negative,2023-09-25 15:00:01.711959,54290
,,2021-11-19,9309,negative,2023-09-25 15:00:01.711959,54291
,,2022-04-01,3689,negative,2023-09-25 15:00:01.711959,54292
,,2022-08-08,434,positive,2023-09-25 15:00:01.711959,54293
,,2020-09-24,4515,negative,2023-09-25 15:00:01.711959,54294
,,2021-07-25,85,positive,2023-09-25 15:00:01.711959,54295
,,2020-05-08,275,positive,2023-09-25 15:00:01.711959,54296
,,2021-05-24,7927,negative,2023-09-25 15:00:01.711959,54297
,,2023-02-18,751,negative,2023-09-25 15:00:01.711959,54298
,,2023-06-21,17,positive,2023-09-25 15:00:01.711959,54299
,,2021-01-01,199,positive,2023-09-25 15:00:01.711959,54300
,,2021-09-02,291,positive,2023-09-25 15:00:01.711959,54301
,,2020-03-30,454,positive,2023-09-25 15:00:01.711959,54302
,,2020-07-29,3438,negative,2023-09-25 15:00:01.711959,54303
,,2022-09-18,130,positive,2023-09-25 15:00:01.711959,54304
,,2022-05-26,3297,negative,2023-09-25 15:00:01.711959,54305
,,2023-09-21,144,negative,2023-09-25 15:00:01.711959,54306
,,2022-01-15,3089,negative,2023-09-25 15:00:01.711959,54307
,,2021-08-23,7037,negative,2023-09-25 15:00:01.711959,54308
,,2022-09-16,1665,negative,2023-09-25 15:00:01.711959,54309
,,2020-04-09,927,negative,2023-09-25 15:00:01.711959,54310
,,2020-08-20,124,positive,2023-09-25 15:00:01.711959,54311
,,2021-12-24,1605,positive,2023-09-25 15:00:01.711959,54312
,,2022-04-26,324,positive,2023-09-25 15:00:01.711959,54313
,,2021-04-16,591,positive,2023-09-25 15:00:01.711959,54314
,,2023-05-18,156,negative,2023-09-25 15:00:01.711959,54315
,,2023-01-19,244,positive,2023-09-25 15:00:01.711959,54316
,,2020-12-06,5216,negative,2023-09-25 15:00:01.711959,54317
,,2022-06-04,216,positive,2023-09-25 15:00:01.711959,54318
,,2022-10-11,1844,negative,2023-09-25 15:00:01.711959,54319
,,2023-09-12,112,positive,2023-09-25 15:00:01.711959,54320
,,2020-07-22,155,positive,2023-09-25 15:00:01.711959,54321
,,2022-01-22,623,positive,2023-09-25 15:00:01.711959,54322
,,2020-03-05,9,negative,2023-09-25 15:00:01.711959,54323
,,2021-09-27,12120,negative,2023-09-25 15:00:01.711959,54324
,,2020-11-11,7991,negative,2023-09-25 15:00:01.711959,54325
,,2021-03-08,356,positive,2023-09-25 15:00:01.711959,54326
,,2023-04-21,547,negative,2023-09-25 15:00:01.711959,54327
,,2022-12-13,248,positive,2023-09-25 15:00:01.711959,54328
,,2021-07-19,4013,negative,2023-09-25 15:00:01.711959,54329
,,2022-04-07,168,positive,2023-09-25 15:00:01.711959,54330
,,2020-09-18,115,positive,2023-09-25 15:00:01.711959,54331
,,2021-11-25,73,positive,2023-09-25 15:00:01.711959,54332
,,2020-05-14,1935,negative,2023-09-25 15:00:01.711959,54333
,,2022-08-02,2084,negative,2023-09-25 15:00:01.711959,54334
,,2023-04-03,708,negative,2023-09-25 15:00:01.711959,54335
,,2021-03-02,288,positive,2023-09-25 15:00:01.711959,54336
,,2022-11-29,264,positive,2023-09-25 15:00:01.711959,54337
,,2020-10-16,5425,negative,2023-09-25 15:00:01.711959,54338
,,2020-09-29,158,positive,2023-09-25 15:00:01.711959,54339
,,2021-06-28,3330,negative,2023-09-25 15:00:01.711959,54340
,,2022-03-17,69,positive,2023-09-25 15:00:01.711959,54341
,,2020-06-04,1566,negative,2023-09-25 15:00:01.711959,54342
,,2022-07-22,1732,negative,2023-09-25 15:00:01.711959,54343
,,2021-11-14,168,positive,2023-09-25 15:00:01.711959,54344
,,2022-12-18,135,positive,2023-09-25 15:00:01.711959,54345
,,2021-03-15,495,positive,2023-09-25 15:00:01.711959,54346
,,2020-11-04,6056,negative,2023-09-25 15:00:01.711959,54347
,,2023-04-16,377,negative,2023-09-25 15:00:01.711959,54348
,,2020-04-25,254,positive,2023-09-25 15:00:01.711959,54349
,,2020-09-05,2890,negative,2023-09-25 15:00:01.711959,54350
,,2022-08-31,291,positive,2023-09-25 15:00:01.711959,54351
,,2021-12-08,12454,negative,2023-09-25 15:00:01.711959,54352
,,2021-08-07,175,positive,2023-09-25 15:00:01.711959,54353
,,2022-04-10,1330,negative,2023-09-25 15:00:01.711959,54354
,,2022-10-18,209,positive,2023-09-25 15:00:01.711959,54355
,,2022-05-28,1464,negative,2023-09-25 15:00:01.711959,54356
,,2022-01-25,10671,negative,2023-09-25 15:00:01.711959,54357
,,2023-09-19,129,negative,2023-09-25 15:00:01.711959,54358
,,2021-09-24,283,positive,2023-09-25 15:00:01.711959,54359
,,2020-07-19,2368,negative,2023-09-25 15:00:01.711959,54360
,,2023-05-19,25,positive,2023-09-25 15:00:01.711959,54361
,,2021-04-21,8070,negative,2023-09-25 15:00:01.711959,54362
,,2020-12-01,1299,positive,2023-09-25 15:00:01.711959,54363
,,2023-01-18,1295,negative,2023-09-25 15:00:01.711959,54364
,,2020-08-23,2301,negative,2023-09-25 15:00:01.711959,54365
,,2020-04-06,584,positive,2023-09-25 15:00:01.711959,54366
,,2021-08-26,357,positive,2023-09-25 15:00:01.711959,54367
,,2022-05-03,2935,negative,2023-09-25 15:00:01.711959,54368
,,2021-12-21,12805,negative,2023-09-25 15:00:01.711959,54369
,,2022-09-09,247,positive,2023-09-25 15:00:01.711959,54370
,,2021-05-22,82,positive,2023-09-25 15:00:01.711959,54371
,,2023-02-16,195,positive,2023-09-25 15:00:01.711959,54372
,,2023-06-23,114,negative,2023-09-25 15:00:01.711959,54373
,,2021-01-03,4042,negative,2023-09-25 15:00:01.711959,54374
,,2021-10-07,10776,negative,2023-09-25 15:00:01.711959,54375
,,2020-06-30,149,positive,2023-09-25 15:00:01.711959,54376
,,2022-02-13,72,positive,2023-09-25 15:00:01.711959,54377
,,2022-06-26,203,positive,2023-09-25 15:00:01.711959,54378
,,2022-10-21,1531,negative,2023-09-25 15:00:01.711959,54379
,,2023-08-21,82,positive,2023-09-25 15:00:01.711959,54380
,,2021-04-28,8325,negative,2023-09-25 15:00:01.711959,55203
,,2023-06-15,22,positive,2023-09-25 15:00:01.711959,55204
,,2023-01-21,169,positive,2023-09-25 15:00:01.711959,55205
,,2020-12-04,8527,negative,2023-09-25 15:00:01.711959,55206
,,2023-05-16,211,negative,2023-09-25 15:00:01.711959,55207
,,2021-04-18,386,positive,2023-09-25 15:00:01.711959,55208
,,2021-12-11,360,positive,2023-09-25 15:00:01.711959,55209
,,2020-04-28,1320,negative,2023-09-25 15:00:01.711959,55210
,,2020-09-02,126,positive,2023-09-25 15:00:01.711959,55211
,,2022-08-18,1751,negative,2023-09-25 15:00:01.711959,55212
,,2021-08-04,4776,negative,2023-09-25 15:00:01.711959,55213
,,2022-04-23,105,positive,2023-09-25 15:00:01.711959,55214
,,2023-07-10,73,negative,2023-09-25 15:00:01.711959,55215
,,2023-03-03,102,positive,2023-09-25 15:00:01.711959,55216
,,2021-01-30,6384,negative,2023-09-25 15:00:01.711959,55217
,,2021-05-27,108,positive,2023-09-25 15:00:01.711959,55218
,,2020-10-09,217,positive,2023-09-25 15:00:01.711959,55219
,,2020-05-25,1456,negative,2023-09-25 15:00:01.711959,55220
,,2021-07-08,3262,negative,2023-09-25 15:00:01.711959,55221
,,2022-03-15,91,positive,2023-09-25 15:00:01.711959,55222
,,2022-07-24,1140,negative,2023-09-25 15:00:01.711959,55223
,,2021-11-04,267,positive,2023-09-25 15:00:01.711959,55224
,,2023-04-08,31,positive,2023-09-25 15:00:01.711959,55225
,,2020-10-27,409,positive,2023-09-25 15:00:01.711959,55226
,,2022-11-24,1105,negative,2023-09-25 15:00:01.711959,55227
,,2021-02-19,5515,negative,2023-09-25 15:00:01.711959,55228
,,2020-05-11,287,positive,2023-09-25 15:00:01.711959,55229
,,2022-03-25,3227,negative,2023-09-25 15:00:01.711959,55230
,,2021-11-22,12224,negative,2023-09-25 15:00:01.711959,55231
,,2022-08-15,331,positive,2023-09-25 15:00:01.711959,55232
,,2021-07-22,112,positive,2023-09-25 15:00:01.711959,55233
,,2020-09-21,3809,negative,2023-09-25 15:00:01.711959,55234
,,2021-07-17,44,positive,2023-09-25 15:00:01.711959,55235
,,2021-11-27,2582,negative,2023-09-25 15:00:01.711959,55236
,,2020-05-16,106,positive,2023-09-25 15:00:01.711959,55237
,,2022-04-09,1578,negative,2023-09-25 15:00:01.711959,55238
,,2020-09-16,4423,negative,2023-09-25 15:00:01.711959,55239
,,2022-07-31,200,positive,2023-09-25 15:00:01.711959,55240
,,2023-05-04,23,positive,2023-09-25 15:00:01.711959,55241
,,2023-01-01,604,negative,2023-09-25 15:00:01.711959,55242
,,2020-11-14,637,positive,2023-09-25 15:00:01.711959,55243
,,2021-04-06,11400,negative,2023-09-25 15:00:01.711959,55244
,,2021-12-21,2158,positive,2023-09-25 15:00:01.711959,55245
,,2021-08-26,7459,negative,2023-09-25 15:00:01.711959,55246
,,2022-09-09,1762,negative,2023-09-25 15:00:01.711959,55247
,,2020-04-06,1116,negative,2023-09-25 15:00:01.711959,55248
,,2022-05-03,439,positive,2023-09-25 15:00:01.711959,55249
,,2020-08-23,42,positive,2023-09-25 15:00:01.711959,55250
,,2023-02-01,243,positive,2023-09-25 15:00:01.711959,55251
,,2020-12-19,6512,negative,2023-09-25 15:00:01.711959,55252
,,2023-06-06,124,negative,2023-09-25 15:00:01.711959,55253
,,2021-05-05,263,positive,2023-09-25 15:00:01.711959,55254
,,2022-04-12,424,positive,2023-09-25 15:00:01.711959,55255
,,2022-08-29,1712,negative,2023-09-25 15:00:01.711959,55256
,,2020-04-27,1161,negative,2023-09-25 15:00:01.711959,55257
,,2020-09-03,115,positive,2023-09-25 15:00:01.711959,55258
,,2021-12-10,542,positive,2023-09-25 15:00:01.711959,55259
,,2021-08-05,3952,negative,2023-09-25 15:00:01.711959,55260
,,2022-12-06,221,positive,2023-09-25 15:00:01.711959,55261
,,2021-03-11,376,positive,2023-09-25 15:00:01.711959,55262
,,2020-11-08,4619,negative,2023-09-25 15:00:01.711959,55263
,,2023-04-28,510,negative,2023-09-25 15:00:01.711959,55264
,,2023-07-03,19,positive,2023-09-25 15:00:01.711959,55265
,,2023-03-10,887,negative,2023-09-25 15:00:01.711959,55266
,,2021-01-21,516,positive,2023-09-25 15:00:01.711959,55267
,,2021-06-05,1869,negative,2023-09-25 15:00:01.711959,55268
,,2020-06-07,1411,negative,2023-09-25 15:00:01.711959,55269
,,2021-10-16,174,positive,2023-09-25 15:00:01.711959,55270
,,2022-11-09,194,positive,2023-09-25 15:00:01.711959,55271
,,2023-08-08,112,negative,2023-09-25 15:00:01.711959,55272
,,2022-03-08,5694,negative,2023-09-25 15:00:01.711959,55273
,,2022-07-09,1397,negative,2023-09-25 15:00:01.711959,55274
,,2023-04-03,26,positive,2023-09-25 15:00:01.711959,55275
,,2022-11-29,1524,negative,2023-09-25 15:00:01.711959,55276
,,2020-10-16,292,positive,2023-09-25 15:00:01.711959,55277
,,2021-03-02,8605,negative,2023-09-25 15:00:01.711959,55278
,,2020-10-30,6116,negative,2023-09-25 15:00:01.711959,55279
,,2022-12-17,153,positive,2023-09-25 15:00:01.711959,55280
,,2023-04-17,642,negative,2023-09-25 15:00:01.711959,55281
,,2021-03-20,340,positive,2023-09-25 15:00:01.711959,55282
,,2021-05-15,103,positive,2023-09-25 15:00:01.711959,55283
,,2023-06-28,89,negative,2023-09-25 15:00:01.711959,55284
,,2023-02-11,116,positive,2023-09-25 15:00:01.711959,55285
,,2021-01-10,4486,negative,2023-09-25 15:00:01.711959,55286
,,2020-08-04,86,positive,2023-09-25 15:00:01.711959,55287
,,2022-05-12,521,positive,2023-09-25 15:00:01.711959,55288
,,2022-10-02,948,negative,2023-09-25 15:00:01.711959,55289
,,2022-01-09,1492,positive,2023-09-25 15:00:01.711959,55290
,,2021-09-08,10024,negative,2023-09-25 15:00:01.711959,55291
,,2020-03-24,622,negative,2023-09-25 15:00:01.711959,55292
,,2023-01-19,1254,negative,2023-09-25 15:00:01.711959,55293
,,2023-05-18,10,positive,2023-09-25 15:00:01.711959,55294
,,2020-12-06,521,positive,2023-09-25 15:00:01.711959,55295
,,2021-04-16,11088,negative,2023-09-25 15:00:01.711959,55296
,,2023-06-11,88,negative,2023-09-25 15:00:01.711959,55297
,,2020-12-30,7184,negative,2023-09-25 15:00:01.711959,55298
,,2023-01-27,208,positive,2023-09-25 15:00:01.711959,55299
,,2021-04-24,320,positive,2023-09-25 15:00:01.711959,55300
,,2021-06-06,1630,negative,2023-09-25 15:00:01.711959,55301
,,2023-07-08,21,positive,2023-09-25 15:00:01.711959,55302
,,2021-01-20,487,positive,2023-09-25 15:00:01.711959,55303
,,2023-03-05,652,negative,2023-09-25 15:00:01.711959,55304
,,2021-02-03,7276,negative,2023-09-25 15:00:01.711959,55305
,,2023-03-23,46,positive,2023-09-25 15:00:01.711959,55306
,,2023-07-22,96,negative,2023-09-25 15:00:01.711959,55307
,,2021-06-24,23,positive,2023-09-25 15:00:01.711959,55308
,,2021-06-19,1764,negative,2023-09-25 15:00:01.711959,55309
,,2023-03-24,834,negative,2023-09-25 15:00:01.711959,55310
,,2023-07-21,18,positive,2023-09-25 15:00:01.711959,55311
,,2021-02-08,382,positive,2023-09-25 15:00:01.711959,55312
,,2023-08-03,44,positive,2023-09-25 15:00:01.711959,55313
,,2020-06-12,96,positive,2023-09-25 15:00:01.711959,55314
,,2022-03-03,63,positive,2023-09-25 15:00:01.711959,55315
,,2022-11-04,1740,negative,2023-09-25 15:00:01.711959,55316
,,2021-10-21,10888,negative,2023-09-25 15:00:01.711959,55317
,,2022-07-14,405,positive,2023-09-25 15:00:01.711959,55318
,,2023-07-15,23,positive,2023-09-25 15:00:01.711959,55319
,,2023-02-26,739,negative,2023-09-25 15:00:01.711959,55320
,,2021-01-25,561,positive,2023-09-25 15:00:01.711959,55321
,,2021-06-01,7848,negative,2023-09-25 15:00:01.711959,55322
,,2020-11-28,4945,negative,2023-09-25 15:00:01.711959,55323
,,2022-12-26,254,positive,2023-09-25 15:00:01.711959,55324
,,2023-05-10,564,negative,2023-09-25 15:00:01.711959,55325
,,2021-03-23,555,positive,2023-09-25 15:00:01.711959,55326
,,2023-06-06,20,positive,2023-09-25 15:00:01.711959,55327
,,2023-02-01,1185,negative,2023-09-25 15:00:01.711959,55328
,,2021-05-05,10025,negative,2023-09-25 15:00:01.711959,55329
,,2020-12-19,464,positive,2023-09-25 15:00:01.711959,55330
,,2020-08-09,2946,negative,2023-09-25 15:00:01.711959,55331
,,2022-09-27,252,positive,2023-09-25 15:00:01.711959,55332
,,2021-09-13,419,positive,2023-09-25 15:00:01.711959,55333
,,2022-05-17,3180,negative,2023-09-25 15:00:01.711959,55334
,,2022-01-04,10418,negative,2023-09-25 15:00:01.711959,55335
,,2020-03-19,102,positive,2023-09-25 15:00:01.711959,55336
,,2022-04-22,3796,negative,2023-09-25 15:00:01.711959,55337
,,2021-08-03,236,positive,2023-09-25 15:00:01.711959,55338
,,2020-04-29,452,positive,2023-09-25 15:00:01.711959,55339
,,2020-09-01,4247,negative,2023-09-25 15:00:01.711959,55340
,,2022-08-19,234,positive,2023-09-25 15:00:01.711959,55341
,,2021-12-12,2792,negative,2023-09-25 15:00:01.711959,55342
,,2023-04-29,372,negative,2023-09-25 15:00:01.711959,55343
,,2021-04-01,660,positive,2023-09-25 15:00:01.711959,55344
,,2023-01-06,247,positive,2023-09-25 15:00:01.711959,55345
,,2020-11-19,8826,negative,2023-09-25 15:00:01.711959,55346
,,2022-06-15,358,positive,2023-09-25 15:00:01.711959,55347
,,2022-02-12,98,positive,2023-09-25 15:00:01.711959,55348
,,2020-07-01,176,positive,2023-09-25 15:00:01.711959,55349
